id,alias,image_url,url,review_count,rating,transactions,phone,coordinates.latitude,coordinates.longitude,location.city,location.zip_code,location.country,location.state,location.display_address,address,similitud_direccion,similitud_direccion_menor_50,aliases,aliases_2,price_num
XKUZV9O2sRFLDIpAmwmG5g,boka-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/vwZ5WBrKuUyTpDf0YxftBQ/o.jpg,https://www.yelp.com/biz/boka-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1869,4.3,"['pickup', 'delivery']",13123376070,41.9135158,-87.6480859,Chicago,60614,US,IL,"['1729 N Halsted St', 'Chicago, IL 60614']",1729 N Halsted St,58,False,['newamerican'],newamerican,4.0
45Xno0A0IWY8A0JBgeQ7Eg,brasero-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/KEgHJjAXF8j9kBgdlF0cYA/o.jpg,https://www.yelp.com/biz/brasero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,112,4.7,[],18723422079,41.89570504072024,-87.67021413892508,Chicago,60622,US,IL,"['1709 W Chicago Ave', 'Chicago, IL 60622']",1709 W Chicago Ave,59,False,"['latin', 'newamerican', 'beer_and_wine']","latin, newamerican, beer_and_wine",2.0
zm6Peew9j8YtowzUu4sQfA,the-whale-chicago-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/gdXiK79yPcmR9T1nKE2h9g/o.jpg,https://www.yelp.com/biz/the-whale-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1047,4.2,"['pickup', 'delivery']",17738252900,41.92555,-87.70112,Chicago,60647,US,IL,"['2427 N Milwaukee Ave', 'Chicago, IL 60647']",2427 N Milwaukee Ave,62,False,"['newamerican', 'breakfast_brunch', 'cocktailbars']","newamerican, breakfast_brunch, cocktailbars",2.0
W83v9XeJyspMiJ7CwThvVQ,seville-chicago-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,83,4.3,"['pickup', 'delivery']",17733390362,41.87845447072228,-87.6350425,Chicago,60606,US,IL,"['243 S Franklin St', 'Chicago, IL 60606']",243 S Franklin St,58,False,"['spanish', 'mediterranean', 'cocktailbars']","spanish, mediterranean, cocktailbars",2.0
incGwtfg6rwT00w9WAqE0A,apolonia-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,307,4.4,[],13123632431,41.85267,-87.62361,Chicago,60616,US,IL,"['2201 S Michigan Ave', 'Chicago, IL 60616']",2201 S Michigan Ave,60,False,"['modern_european', 'bars', 'mediterranean']","modern_european, bars, mediterranean",3.0
--Yw337vTC4fLKRCaw-PLQ,xochimilco-mexican-restaurant-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/zVmsRXekgGuFMNXl-sHIbA/o.jpg,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,345,4.8,"['pickup', 'delivery']",17736611534,41.9616665,-87.6802497,Chicago,60618,US,IL,"['2030-32 W Montrose Ave', 'Chicago, IL 60618']",2030-32 W Montrose Ave,64,False,['mexican'],mexican,2.0
kiwMgtypE3TRrUkmTwA2Zw,armitage-alehouse-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/GwTjPQ3IE-vIOuyhyIr4Tg/o.jpg,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,492,4.5,[],17732706402,41.91838,-87.65359,Chicago,60614,US,IL,"['1000 W Armitage Ave', 'Chicago, IL 60614']",1000 W Armitage Ave,60,False,"['pubs', 'british', 'seafood']","pubs, british, seafood",3.0
g99KUgc6nWaWJmzRYc9SPQ,chapel-street-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/n7xt7gl_0111TbPAIFSevg/o.jpg,https://www.yelp.com/biz/chapel-street-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,36,4.1,[],13126206320,41.899781,-87.622064,Chicago,60611,US,IL,"['198 E Delaware Pl', 'Chicago, IL 60611']",198 E Delaware Pl,58,False,"['cafes', 'australian', 'beerbar']","cafes, australian, beerbar",2.0
dro6ttzG0H2PlES0gI8LIg,tortello-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/6IhZTcJiVlB6thMdUVIFSg/o.jpg,https://www.yelp.com/biz/tortello-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,563,4.3,['delivery'],17733601293,41.90343739642855,-87.67186413269891,Chicago,60622,US,IL,"['1746 W Division St', 'Chicago, IL 60622']",1746 W Division St,59,False,"['pastashops', 'italian', 'salad']","pastashops, italian, salad",2.0
mvFimrcREBIDo-pLAhMfNg,avec-chicago-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/qaNnaZ-GhXg8-gGZIeWY4g/o.jpg,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2604,4.3,"['delivery', 'pickup']",13123772002,41.884290441849,-87.6433979433133,Chicago,60661,US,IL,"['615 W Randolph St', 'Chicago, IL 60661']",615 W Randolph St,58,False,['mediterranean'],mediterranean,3.0
Jht3PLwPH693bseS7J0FDA,maxwells-trading-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,163,4.5,[],13128964410,41.88767535355601,-87.665248028934,Chicago,60607,US,IL,"['1516 W Carroll Ave', 'Chicago, IL 60607']",1516 W Carroll Ave,59,False,['newamerican'],newamerican,2.0
kUpqpEqkBjZguS1uA6NQYA,en-hakkore-2-0-chicago-15,https://s3-media0.fl.yelpcdn.com/bphoto/SymIhkwtTJZ0S70h6G6vxQ/o.jpg,https://www.yelp.com/biz/en-hakkore-2-0-chicago-15?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,610,4.6,"['delivery', 'pickup']",17732785959,41.90859268098761,-87.67442096514347,Chicago,60622,US,IL,"['1467 N Milwaukee Ave', 'Chicago, IL 60622']",1467 N Milwaukee Ave,62,False,"['asianfusion', 'poke', 'sushi']","asianfusion, poke, sushi",2.0
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4617,3.9,"['delivery', 'pickup']",13125218700,41.892335432963,-87.6262607945148,Chicago,60611,US,IL,"['43 E Ohio St', 'Chicago, IL 60611']",43 E Ohio St,49,True,"['pizza', 'italian', 'intlgrocery']","pizza, italian, intlgrocery",2.0
KSN52IyGX6tsKLFyXfRCzg,gussies-handmade-italian-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/YAnKh-QdsF2tCEDQujdqdg/o.jpg,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,344,4.3,"['delivery', 'pickup']",13129293091,41.91098828028453,-87.6359135883639,Chicago,60610,US,IL,"['227 W North Ave', 'Chicago, IL 60610']",227 W North Ave,55,False,"['italian', 'desserts', 'salad']","italian, desserts, salad",2.0
0IYXh7l_VppKw5y97FehoA,kasama-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/APJhh2bUtv_eUTh3GDtw_Q/o.jpg,https://www.yelp.com/biz/kasama-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1238,4.5,['delivery'],17736973790,41.899692,-87.6756,Chicago,60622,US,IL,"['1001 N Winchester Ave', 'Chicago, IL 60622']",1001 N Winchester Ave,63,False,"['filipino', 'bakeries', 'newamerican']","filipino, bakeries, newamerican",2.0
0B0drAinOYAUbNA1soK6zA,copper-club-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/UiTH8QFxNlpm1tWr5u4W4w/o.jpg,https://www.yelp.com/biz/copper-club-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,26,4.3,"['delivery', 'pickup']",13122651867,41.882255359057474,-87.63013837565235,Chicago,60602,US,IL,"['70 W Madison St', 'Chicago, IL 60602']",70 W Madison St,55,False,"['brasseries', 'breakfast_brunch']","brasseries, breakfast_brunch",2.0
QFg4CAuJRC98_GXVjyrRpA,chengdu-bistro-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/3PynOc_Lnwrr3jY1b6GABA/o.jpg,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,47,4.5,"['restaurant_reservation', 'delivery', 'pickup']",18723152926,41.91020072350959,-87.682875841856,Chicago,60647,US,IL,"['2211 W North Ave', 'Chicago, IL 60647']",2211 W North Ave,56,False,['chinese'],chinese,2.0
Enf_3DXmppx19hFGs0UDKw,la-nonna-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-jBN1TM7gcCGELyAk3B-RA/o.jpg,https://www.yelp.com/biz/la-nonna-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,432,4.7,"['delivery', 'pickup']",17732534741,41.9429574,-87.7203016,Chicago,60618,US,IL,"['3400 N Lawndale Ave', 'Chicago, IL 60618']",3400 N Lawndale Ave,60,False,"['argentine', 'italian']","argentine, italian",2.0
bPiaa7fgHkC9l7B2HyS0aw,cedar-palace-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/TcWClplXd-snEKEZttMPCA/o.jpg,https://www.yelp.com/biz/cedar-palace-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,505,4.8,"['delivery', 'pickup']",13126430933,41.918054,-87.645757,Chicago,60614,US,IL,"['655 W Armitage Ave', 'Chicago, IL 60614']",655 W Armitage Ave,59,False,"['lebanese', 'falafel']","lebanese, falafel",2.0
g-FNZCErYf4CuEb8EWYDuQ,mahanakhon-noodle-bar-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/ciifGqUgsOPnGXxtlfrJcQ/o.jpg,https://www.yelp.com/biz/mahanakhon-noodle-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,33,4.8,"['delivery', 'pickup']",17739753333,41.934736,-87.661455,Chicago,60657,US,IL,"['2907 N Lincoln Ave', 'Chicago, IL 60657']",2907 N Lincoln Ave,59,False,"['thai', 'noodles']","thai, noodles",2.0
D3tJ-N85kZddAwetQHTpkQ,dell-rooster-chicago-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/QE9BQDVzPITpr5gly1QVKQ/o.jpg,https://www.yelp.com/biz/dell-rooster-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,163,4.8,"['delivery', 'pickup']",13125263109,41.89575636351244,-87.67324000597,Chicago,60622,US,IL,"['1825 W Chicago Ave', 'Chicago, IL 60622']",1825 W Chicago Ave,59,False,"['latin', 'breakfast_brunch', 'sandwiches']","latin, breakfast_brunch, sandwiches",2.0
FzYi3AVHoYZnWXe1BQrQEw,mott-st-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/QD-2LiTg6b8vBJDtcmr1rg/o.jpg,https://www.yelp.com/biz/mott-st-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1112,4.0,"['delivery', 'pickup']",17736879977,41.9071254164458,-87.6673834605751,Chicago,60622,US,IL,"['1401 N Ashland Ave', 'Chicago, IL 60622']",1401 N Ashland Ave,59,False,"['asianfusion', 'bars']","asianfusion, bars",2.0
cyqK8gatPIaOYNvwq4yprA,olio-e-più-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/R48tM6hZcm2poWzi29Y4JQ/o.jpg,https://www.yelp.com/biz/olio-e-pi%C3%B9-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,581,4.3,"['delivery', 'pickup']",13123633335,41.89059,-87.62939,Chicago,60654,US,IL,"['445 N Dearborn St', 'Chicago, IL 60654']",445 N Dearborn St,58,False,['italian'],italian,3.0
OLLCYpaF_cWzrZ-Hd7FYMQ,lardon-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/Kc5IDh0qCyMSPgf4fRbdmw/o.jpg,https://www.yelp.com/biz/lardon-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,140,4.3,[],17736974444,41.92189183636727,-87.69749321372282,Chicago,60647,US,IL,"['2200 N California Ave', 'Chicago, IL 60647']",2200 N California Ave,63,False,"['cafes', 'sandwiches', 'wine_bars']","cafes, sandwiches, wine_bars",2.0
i7Zm01nbGsta7GVVPY-Aqw,la-bodega-chicago-7,https://s3-media0.fl.yelpcdn.com/bphoto/OdAgHtUZOCBLCAdDUltlng/o.jpg,https://www.yelp.com/biz/la-bodega-chicago-7?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,17,5.0,[],14246534900,41.86857605,-87.62597656,Chicago,60605,US,IL,"['Chicago, IL 60605']",,0,True,"['catering', 'fooddeliveryservices', 'tapasmallplates']","catering, fooddeliveryservices, tapasmallplates",2.0
l_602ggEZES7dW_WeOmKYA,elia-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/hMAeE8pKuhc7BFZXgyDixA/o.jpg,https://www.yelp.com/biz/elia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,123,4.0,"['restaurant_reservation', 'delivery', 'pickup']",17737703658,41.903503,-87.676424,Chicago,60622,US,IL,"['1938 W Division St', 'Chicago, IL 60622']",1938 W Division St,59,False,"['turkish', 'mediterranean', 'halal']","turkish, mediterranean, halal",2.0
m5_GCJP2W4zEJnyVgxa3eA,longman-and-eagle-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/nkFuSeLKVdj4EYFWZFahuA/o.jpg,https://www.yelp.com/biz/longman-and-eagle-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2625,4.1,"['delivery', 'pickup']",17732767110,41.930156679293,-87.707222394898,Chicago,60647,US,IL,"['2657 N Kedzie Ave', 'Chicago, IL 60647']",2657 N Kedzie Ave,58,False,"['gastropubs', 'whiskeybars', 'tradamerican']","gastropubs, whiskeybars, tradamerican",2.0
iOMvXQYFl6_mtw0wX6ZUXw,forbidden-root-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/TJS5yIRMfcQbVGTc-GuTDA/o.jpg,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,636,4.3,"['delivery', 'pickup']",13129292202,41.89628,-87.671551,Chicago,60622,US,IL,"['1746 W Chicago Ave', 'Chicago, IL 60622']",1746 W Chicago Ave,59,False,"['brewpubs', 'tapasmallplates', 'cocktailbars']","brewpubs, tapasmallplates, cocktailbars",2.0
0qW7MJ0trxnoWzCHBiBgbQ,union-chicago-4,https://s3-media0.fl.yelpcdn.com/bphoto/1rejwnXao9J1sToRmBfwmg/o.jpg,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,72,4.5,[],17736977788,41.9218,-87.69769,Chicago,60647,US,IL,"['2202 N California Ave', 'Chicago, IL 60647']",2202 N California Ave,63,False,"['newamerican', 'pubs']","newamerican, pubs",2.0
nnP8axu680aDGPdQ4TuSkA,wake-n-bacon-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/rbp7mW7N5VmYYwLBM4y46w/o.jpg,https://www.yelp.com/biz/wake-n-bacon-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,551,4.1,"['delivery', 'pickup']",17738805100,41.940442,-87.64041,Chicago,60657,US,IL,"['420 W Belmont Ave', 'Chicago, IL 60657']",420 W Belmont Ave,58,False,"['breakfast_brunch', 'coffee', 'sandwiches']","breakfast_brunch, coffee, sandwiches",2.0
VTvA123KB4mH9etLGvEYlA,oliver-s-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/DTg-jmTx5NDz9oS-dmIR2g/o.jpg,https://www.yelp.com/biz/oliver-s-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,91,4.6,"['delivery', 'pickup']",12133203100,41.85906589108441,-87.62520072892792,Chicago,60616,US,IL,"['1639 S Wabash Ave', 'Chicago, IL 60616']",1639 S Wabash Ave,58,False,"['seafood', 'burgers', 'cocktailbars']","seafood, burgers, cocktailbars",2.0
WyjV1N1iQcXnk9_oLHaKxw,pinched-on-the-river-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/hG1XJ0qQ2X4Kv1aSiVHiag/o.jpg,https://www.yelp.com/biz/pinched-on-the-river-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,497,4.4,"['delivery', 'pickup']",13125263883,41.8909516,-87.6161529,Chicago,60611,US,IL,"['443 E Illinois St', 'Chicago, IL 60611']",443 E Illinois St,58,False,"['mediterranean', 'wine_bars']","mediterranean, wine_bars",2.0
_O2_9HL-pnb3ZvOOfjRDuA,shinhwa-korean-steakhouse-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/9g_EO1kihdh9-25jKOfFUA/o.jpg,https://www.yelp.com/biz/shinhwa-korean-steakhouse-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,109,4.3,['restaurant_reservation'],13122919034,41.848942923017454,-87.63170820559958,Chicago,60616,US,IL,"['2407 S Wentworth Ave', 'Chicago, IL 60616']",2407 S Wentworth Ave,62,False,['korean'],korean,3.0
asY7B6x7ZdTivOq4sElZQg,hoyts-chicago-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/Wct4BHU4OAoooEe7cc7New/o.jpg,https://www.yelp.com/biz/hoyts-chicago-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,5,4.4,[],13123469870,41.8873941,-87.62569400000001,Chicago,60601,US,IL,"['71 E Wacker Dr', 'Chicago, IL 60601']",71 E Wacker Dr,53,False,"['tradamerican', 'beer_and_wine', 'cocktailbars']","tradamerican, beer_and_wine, cocktailbars",2.0
XOLX_XVqY776i6PyIHp_6Q,the-warbler-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/YA8ILcDABw5IA94y56CCdQ/o.jpg,https://www.yelp.com/biz/the-warbler-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,556,4.4,['delivery'],17736810950,41.9642255519757,-87.6854829048272,Chicago,60625,US,IL,"['4535 N Lincoln Ave', 'Chicago, IL 60625']",4535 N Lincoln Ave,59,False,"['pastashops', 'chicken_wings', 'sandwiches']","pastashops, chicken_wings, sandwiches",2.0
HuB9hjq-X4LEEqxN2RhAVw,kama-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/JV4D64sjn5PoYd3D0hY9fg/o.jpg,https://www.yelp.com/biz/kama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,111,4.3,"['delivery', 'pickup']",17739047640,41.90971,-87.676833,Chicago,60622,US,IL,"['1560 N Milwaukee Ave', 'Chicago, IL 60622']",1560 N Milwaukee Ave,62,False,"['indpak', 'beerbar', 'cocktailbars']","indpak, beerbar, cocktailbars",2.0
bmTC5TdAQh0s2y24nTS4bA,kayao-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/4Wja0ifExm6ZLGoGFh-R1Q/o.jpg,https://www.yelp.com/biz/kayao-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,89,4.4,[],18723422246,41.90541208020734,-87.63487429999999,Chicago,60610,US,IL,"['1252 N Wells St', 'Chicago, IL 60610']",1252 N Wells St,55,False,"['peruvian', 'beerbar', 'cocktailbars']","peruvian, beerbar, cocktailbars",2.0
SNMDHCuAwZQX-Chtq7Q5lA,nettare-chicago-2,https://s3-media0.fl.yelpcdn.com/bphoto/jPt59g6FwVkW-lIrm7t0YQ/o.jpg,https://www.yelp.com/biz/nettare-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,54,4.5,[],0,41.89575065216653,-87.67662461847067,Chicago,60622,US,IL,"['1953 W Chicago Ave', 'Chicago, IL 60622']",1953 W Chicago Ave,59,False,"['cocktailbars', 'newamerican', 'cafes']","cocktailbars, newamerican, cafes",2.0
dKbk0C9z_mRXh24-0vIHqA,mirra-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/26k4riQWH6QmZGbZbGT7yg/o.jpg,https://www.yelp.com/biz/mirra-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,85,4.3,[],0,41.917959764150055,-87.67737831920385,Chicago,60622,US,IL,"['1954 W Armitage Ave', 'Chicago, IL 60622']",1954 W Armitage Ave,60,False,"['mexican', 'indpak']","mexican, indpak",2.0
imi5EbVSwQXbqNJdYoEOyg,kanin-chicago,https://s3-media0.fl.yelpcdn.com/bphoto/t0q5GdjhWJVlp5rpmHdU0w/o.jpg,https://www.yelp.com/biz/kanin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,43,4.7,[],0,41.975794,-87.679197,Chicago,60625,US,IL,"['5131 N Damen Ave', 'Chicago, IL 60625']",5131 N Damen Ave,56,False,"['hawaiian', 'desserts', 'coffee']","hawaiian, desserts, coffee",2.0
XR7K-0DlG3dikV4nRXPjYQ,matilda-chicago-3,https://s3-media0.fl.yelpcdn.com/bphoto/jpiy-PIRluGINLuaQ3Pdww/o.jpg,https://www.yelp.com/biz/matilda-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,26,4.8,[],0,41.89188,-87.63378,Chicago,60654,US,IL,"['535 N Wells St', 'Chicago, IL 60654']",535 N Wells St,53,False,"['mexican', 'peruvian', 'cocktailbars']","mexican, peruvian, cocktailbars",2.0
IqJKz6-IBIbcfUcotMXO8Q,cafe-istanbul-chicago-4,https://s3-media0.fl.yelpcdn.com/bphoto/p9ItsZSsPz7hILRYWkteZQ/o.jpg,https://www.yelp.com/biz/cafe-istanbul-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,361,4.5,"['delivery', 'pickup']",17736619487,41.9034987,-87.6778866,Chicago,60622,US,IL,"['2014 W Division St', 'Chicago, IL 60622']",2014 W Division St,59,False,"['turkish', 'mediterranean']","turkish, mediterranean",2.0
