id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
UK5Xb8xqUOUBi5vQu0bQXQ,maple-and-ash-chicago,Maple & Ash,https://s3-media0.fl.yelpcdn.com/bphoto/lgSei6itROdbc1SGqqgTlA/o.jpg,False,https://www.yelp.com/biz/maple-and-ash-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2450,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.2,"['pickup', 'delivery']",$$$$,+13129448888,(312) 944-8888,4073.8162241474706,41.9021130633339,-87.6286945502972,8 W Maple St,,,Chicago,60610,US,IL,"['8 W Maple St', 'Chicago, IL 60610']"
FiDxI03abCAfA4pgl1NJ1w,butcher-and-the-bear-chicago,Butcher and the Bear,https://s3-media0.fl.yelpcdn.com/bphoto/WAFySfEP1OBjxGjzGW3_CQ/o.jpg,False,https://www.yelp.com/biz/butcher-and-the-bear-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,131,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,[],$$$$,+13129550306,(312) 955-0306,3841.5913308312643,41.93223470574105,-87.648727,2721 N Halsted St,,,Chicago,60614,US,IL,"['2721 N Halsted St', 'Chicago, IL 60614']"
CsOBdkThymA-WUlwf_xa_Q,tama-chicago-2,Tama,https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,False,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,56,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],,+13129550212,(312) 955-0212,1353.6435125082073,41.917433859834425,-87.67786993822337,1952 N Damen Ave,,,Chicago,60647,US,IL,"['1952 N Damen Ave', 'Chicago, IL 60647']"
ruWJerAc9VW23GvegYddnQ,gaijin-chicago,Gaijin,https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,False,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,762,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.3,"['pickup', 'delivery']",$$,+13122651348,(312) 265-1348,3053.3507249845093,41.88583,-87.65182,950 W Lake St,,,Chicago,60607,US,IL,"['950 W Lake St', 'Chicago, IL 60607']"
TpnJu57_NYEjgJyL6klurg,perilla-steakhouse-chicago-5,PERILLA steakhouse,https://s3-media0.fl.yelpcdn.com/bphoto/C_9edXz-MtkkawpF-u0oIw/o.jpg,False,https://www.yelp.com/biz/perilla-steakhouse-chicago-5?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,127,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['pickup', 'delivery']",,+13122369300,(312) 236-9300,4751.14073058608,41.88655,-87.62604,225 N Wabash Ave,,,Chicago,60601,US,IL,"['225 N Wabash Ave', 'Chicago, IL 60601']"
9mhqcimD0CYvqxzfj_VXnQ,little-bad-wolf-chicago,Little Bad Wolf,https://s3-media0.fl.yelpcdn.com/bphoto/y1ieRhgzQ-9uKeoGcjCGLw/o.jpg,False,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2498,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"['pickup', 'delivery']",$$,+17739426399,(773) 942-6399,8713.427015509145,41.983356,-87.669057,1541 W Bryn Mawr Ave,,,Chicago,60660,US,IL,"['1541 W Bryn Mawr Ave', 'Chicago, IL 60660']"
tQoQbc3vAo3qdTDiNgSekA,pleasant-house-pub-chicago-3,Pleasant House Pub,https://s3-media0.fl.yelpcdn.com/bphoto/qzQBx5S6C-Vm9xhlPEozQQ/o.jpg,False,https://www.yelp.com/biz/pleasant-house-pub-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,999,"[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.4,"['pickup', 'delivery']",$$,+17735237437,(773) 523-7437,6312.06975559643,41.85357,-87.64621,2119 S Halsted St,,,Chicago,60608,US,IL,"['2119 S Halsted St', 'Chicago, IL 60608']"
XKUZV9O2sRFLDIpAmwmG5g,boka-chicago,Boka,https://s3-media0.fl.yelpcdn.com/bphoto/vwZ5WBrKuUyTpDf0YxftBQ/o.jpg,False,https://www.yelp.com/biz/boka-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1869,"[{'alias': 'newamerican', 'title': 'New American'}]",4.3,"['pickup', 'delivery']",$$$$,+13123376070,(312) 337-6070,2619.8070506036206,41.9135158,-87.6480859,1729 N Halsted St,,,Chicago,60614,US,IL,"['1729 N Halsted St', 'Chicago, IL 60614']"
45Xno0A0IWY8A0JBgeQ7Eg,brasero-chicago,Brasero,https://s3-media0.fl.yelpcdn.com/bphoto/KEgHJjAXF8j9kBgdlF0cYA/o.jpg,False,https://www.yelp.com/biz/brasero-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,112,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.7,[],,+18723422079,(872) 342-2079,1231.5429774185423,41.89570504072024,-87.67021413892508,1709 W Chicago Ave,,,Chicago,60622,US,IL,"['1709 W Chicago Ave', 'Chicago, IL 60622']"
zm6Peew9j8YtowzUu4sQfA,the-whale-chicago-chicago,The Whale Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/gdXiK79yPcmR9T1nKE2h9g/o.jpg,False,https://www.yelp.com/biz/the-whale-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1047,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"['pickup', 'delivery']",$$,+17738252900,(773) 825-2900,2975.457964091856,41.92555,-87.70112,2427 N Milwaukee Ave,,,Chicago,60647,US,IL,"['2427 N Milwaukee Ave', 'Chicago, IL 60647']"
W83v9XeJyspMiJ7CwThvVQ,seville-chicago-chicago,Seville Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,False,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,83,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['pickup', 'delivery']",,+17733390362,(773) 339-0362,4623.222602326566,41.87845447072228,-87.6350425,243 S Franklin St,,,Chicago,60606,US,IL,"['243 S Franklin St', 'Chicago, IL 60606']"
incGwtfg6rwT00w9WAqE0A,apolonia-chicago,Apolonia,https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,False,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,307,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.4,[],$$$,+13123632431,(312) 363-2431,7377.397108249483,41.85267,-87.62361,2201 S Michigan Ave,,,Chicago,60616,US,IL,"['2201 S Michigan Ave', 'Chicago, IL 60616']"
--Yw337vTC4fLKRCaw-PLQ,xochimilco-mexican-restaurant-chicago,XOchimilco Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/zVmsRXekgGuFMNXl-sHIbA/o.jpg,False,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,345,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.8,"['pickup', 'delivery']",$$,+17736611534,(773) 661-1534,6275.480116128975,41.9616665,-87.6802497,2030-32 W Montrose Ave,,,Chicago,60618,US,IL,"['2030-32 W Montrose Ave', 'Chicago, IL 60618']"
kiwMgtypE3TRrUkmTwA2Zw,armitage-alehouse-chicago,Armitage Alehouse,https://s3-media0.fl.yelpcdn.com/bphoto/GwTjPQ3IE-vIOuyhyIr4Tg/o.jpg,False,https://www.yelp.com/biz/armitage-alehouse-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,492,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,[],$$$,+17732706402,(773) 270-6402,2471.6093917614694,41.91838,-87.65359,1000 W Armitage Ave,,,Chicago,60614,US,IL,"['1000 W Armitage Ave', 'Chicago, IL 60614']"
g99KUgc6nWaWJmzRYc9SPQ,chapel-street-chicago-3,Chapel Street,https://s3-media0.fl.yelpcdn.com/bphoto/n7xt7gl_0111TbPAIFSevg/o.jpg,False,https://www.yelp.com/biz/chapel-street-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,36,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'australian', 'title': 'Australian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.1,[],,+13126206320,(312) 620-6320,4630.726385515941,41.899781,-87.622064,198 E Delaware Pl,,,Chicago,60611,US,IL,"['198 E Delaware Pl', 'Chicago, IL 60611']"
dro6ttzG0H2PlES0gI8LIg,tortello-chicago,Tortello,https://s3-media0.fl.yelpcdn.com/bphoto/6IhZTcJiVlB6thMdUVIFSg/o.jpg,False,https://www.yelp.com/biz/tortello-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,563,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,['delivery'],$$,+17733601293,(773) 360-1293,526.6698449414077,41.90343739642855,-87.67186413269891,1746 W Division St,,,Chicago,60622,US,IL,"['1746 W Division St', 'Chicago, IL 60622']"
mvFimrcREBIDo-pLAhMfNg,avec-chicago-chicago,Avec - Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/qaNnaZ-GhXg8-gGZIeWY4g/o.jpg,False,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2604,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.3,"['delivery', 'pickup']",$$$,+13123772002,(312) 377-2002,3676.4029173236945,41.884290441849,-87.6433979433133,615 W Randolph St,,,Chicago,60661,US,IL,"['615 W Randolph St', 'Chicago, IL 60661']"
Jht3PLwPH693bseS7J0FDA,maxwells-trading-chicago,Maxwells Trading,https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,False,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,163,"[{'alias': 'newamerican', 'title': 'New American'}]",4.5,[],,+13128964410,(312) 896-4410,2211.8305483149006,41.88767535355601,-87.665248028934,1516 W Carroll Ave,,,Chicago,60607,US,IL,"['1516 W Carroll Ave', 'Chicago, IL 60607']"
kUpqpEqkBjZguS1uA6NQYA,en-hakkore-2-0-chicago-15,En Hakkore 2.0,https://s3-media0.fl.yelpcdn.com/bphoto/SymIhkwtTJZ0S70h6G6vxQ/o.jpg,False,https://www.yelp.com/biz/en-hakkore-2-0-chicago-15?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,610,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.6,"['delivery', 'pickup']",$$,+17732785959,(773) 278-5959,461.0991041813343,41.90859268098761,-87.67442096514347,1467 N Milwaukee Ave,,,Chicago,60622,US,IL,"['1467 N Milwaukee Ave', 'Chicago, IL 60622']"
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,Eataly Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4617,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",3.9,"['delivery', 'pickup']",$$,+13125218700,(312) 521-8700,4496.376678474428,41.892335432963,-87.6262607945148,43 E Ohio St,,,Chicago,60611,US,IL,"['43 E Ohio St', 'Chicago, IL 60611']"
KSN52IyGX6tsKLFyXfRCzg,gussies-handmade-italian-chicago,Gussie's Handmade Italian,https://s3-media0.fl.yelpcdn.com/bphoto/YAnKh-QdsF2tCEDQujdqdg/o.jpg,False,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,344,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,"['delivery', 'pickup']",$$,+13129293091,(312) 929-3091,3519.1842468150585,41.91098828028453,-87.6359135883639,227 W North Ave,,,Chicago,60610,US,IL,"['227 W North Ave', 'Chicago, IL 60610']"
0IYXh7l_VppKw5y97FehoA,kasama-chicago,Kasama,https://s3-media0.fl.yelpcdn.com/bphoto/APJhh2bUtv_eUTh3GDtw_Q/o.jpg,False,https://www.yelp.com/biz/kasama-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1238,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'newamerican', 'title': 'New American'}]",4.5,['delivery'],$$,+17736973790,(773) 697-3790,641.86023053467,41.899692,-87.6756,1001 N Winchester Ave,,,Chicago,60622,US,IL,"['1001 N Winchester Ave', 'Chicago, IL 60622']"
0B0drAinOYAUbNA1soK6zA,copper-club-chicago,Copper Club,https://s3-media0.fl.yelpcdn.com/bphoto/UiTH8QFxNlpm1tWr5u4W4w/o.jpg,False,https://www.yelp.com/biz/copper-club-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,26,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.3,"['delivery', 'pickup']",,+13122651867,(312) 265-1867,4697.48219476882,41.882255359057474,-87.63013837565235,70 W Madison St,,,Chicago,60602,US,IL,"['70 W Madison St', 'Chicago, IL 60602']"
QFg4CAuJRC98_GXVjyrRpA,chengdu-bistro-chicago-2,Chengdu Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/3PynOc_Lnwrr3jY1b6GABA/o.jpg,False,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,47,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"['restaurant_reservation', 'delivery', 'pickup']",,+18723152926,(872) 315-2926,694.6487331582257,41.91020072350959,-87.682875841856,2211 W North Ave,,,Chicago,60647,US,IL,"['2211 W North Ave', 'Chicago, IL 60647']"
Enf_3DXmppx19hFGs0UDKw,la-nonna-chicago,La Nonna,https://s3-media0.fl.yelpcdn.com/bphoto/-jBN1TM7gcCGELyAk3B-RA/o.jpg,False,https://www.yelp.com/biz/la-nonna-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,432,"[{'alias': 'argentine', 'title': 'Argentine'}, {'alias': 'italian', 'title': 'Italian'}]",4.7,"['delivery', 'pickup']",$$,+17732534741,(773) 253-4741,5474.534952379793,41.9429574,-87.7203016,3400 N Lawndale Ave,,,Chicago,60618,US,IL,"['3400 N Lawndale Ave', 'Chicago, IL 60618']"
bPiaa7fgHkC9l7B2HyS0aw,cedar-palace-chicago-2,Cedar Palace,https://s3-media0.fl.yelpcdn.com/bphoto/TcWClplXd-snEKEZttMPCA/o.jpg,False,https://www.yelp.com/biz/cedar-palace-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,505,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'falafel', 'title': 'Falafel'}]",4.8,"['delivery', 'pickup']",$$,+13126430933,(312) 643-0933,3004.4738179989,41.918054,-87.645757,655 W Armitage Ave,,,Chicago,60614,US,IL,"['655 W Armitage Ave', 'Chicago, IL 60614']"
g-FNZCErYf4CuEb8EWYDuQ,mahanakhon-noodle-bar-chicago,Mahanakhon Noodle Bar,https://s3-media0.fl.yelpcdn.com/bphoto/ciifGqUgsOPnGXxtlfrJcQ/o.jpg,False,https://www.yelp.com/biz/mahanakhon-noodle-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,33,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.8,"['delivery', 'pickup']",,+17739753333,(773) 975-3333,3544.361319502579,41.934736,-87.661455,2907 N Lincoln Ave,,,Chicago,60657,US,IL,"['2907 N Lincoln Ave', 'Chicago, IL 60657']"
D3tJ-N85kZddAwetQHTpkQ,dell-rooster-chicago-chicago,Dell Rooster - Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/QE9BQDVzPITpr5gly1QVKQ/o.jpg,False,https://www.yelp.com/biz/dell-rooster-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,163,"[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.8,"['delivery', 'pickup']",$$,+13125263109,(312) 526-3109,1120.4669230364489,41.89575636351244,-87.67324000597,1825 W Chicago Ave,,,Chicago,60622,US,IL,"['1825 W Chicago Ave', 'Chicago, IL 60622']"
FzYi3AVHoYZnWXe1BQrQEw,mott-st-chicago-2,Mott St,https://s3-media0.fl.yelpcdn.com/bphoto/QD-2LiTg6b8vBJDtcmr1rg/o.jpg,False,https://www.yelp.com/biz/mott-st-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1112,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"['delivery', 'pickup']",$$,+17736879977,(773) 687-9977,881.6044146712651,41.9071254164458,-87.6673834605751,1401 N Ashland Ave,,,Chicago,60622,US,IL,"['1401 N Ashland Ave', 'Chicago, IL 60622']"
cyqK8gatPIaOYNvwq4yprA,olio-e-più-chicago-2,Olio e Più,https://s3-media0.fl.yelpcdn.com/bphoto/R48tM6hZcm2poWzi29Y4JQ/o.jpg,False,https://www.yelp.com/biz/olio-e-pi%C3%B9-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,581,"[{'alias': 'italian', 'title': 'Italian'}]",4.3,"['delivery', 'pickup']",$$$,+13123633335,(312) 363-3335,4321.836371703315,41.89059,-87.62939,445 N Dearborn St,,,Chicago,60654,US,IL,"['445 N Dearborn St', 'Chicago, IL 60654']"
OLLCYpaF_cWzrZ-Hd7FYMQ,lardon-chicago,Lardon,https://s3-media0.fl.yelpcdn.com/bphoto/Kc5IDh0qCyMSPgf4fRbdmw/o.jpg,False,https://www.yelp.com/biz/lardon-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,140,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.3,[],$$,+17736974444,(773) 697-4444,2468.223051104041,41.921891836367266,-87.69749321372282,2200 N California Ave,,,Chicago,60647,US,IL,"['2200 N California Ave', 'Chicago, IL 60647']"
i7Zm01nbGsta7GVVPY-Aqw,la-bodega-chicago-7,La Bodega,https://s3-media0.fl.yelpcdn.com/bphoto/OdAgHtUZOCBLCAdDUltlng/o.jpg,False,https://www.yelp.com/biz/la-bodega-chicago-7?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,17,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",5.0,[],,+14246534900,(424) 653-4900,5931.942305777496,41.86857605,-87.62597656,,,,Chicago,60605,US,IL,"['Chicago, IL 60605']"
l_602ggEZES7dW_WeOmKYA,elia-chicago,Elia,https://s3-media0.fl.yelpcdn.com/bphoto/hMAeE8pKuhc7BFZXgyDixA/o.jpg,False,https://www.yelp.com/biz/elia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,123,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",4.0,"['restaurant_reservation', 'delivery', 'pickup']",,+17737703658,(773) 770-3658,227.5946448348539,41.903503,-87.676424,1938 W Division St,,,Chicago,60622,US,IL,"['1938 W Division St', 'Chicago, IL 60622']"
m5_GCJP2W4zEJnyVgxa3eA,longman-and-eagle-chicago,Longman & Eagle,https://s3-media0.fl.yelpcdn.com/bphoto/nkFuSeLKVdj4EYFWZFahuA/o.jpg,False,https://www.yelp.com/biz/longman-and-eagle-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2625,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'tradamerican', 'title': 'American'}]",4.1,"['delivery', 'pickup']",$$,+17732767110,(773) 276-7110,3689.863796513179,41.930156679293,-87.707222394898,2657 N Kedzie Ave,,,Chicago,60647,US,IL,"['2657 N Kedzie Ave', 'Chicago, IL 60647']"
iOMvXQYFl6_mtw0wX6ZUXw,forbidden-root-chicago,Forbidden Root,https://s3-media0.fl.yelpcdn.com/bphoto/TJS5yIRMfcQbVGTc-GuTDA/o.jpg,False,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,636,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",$$,+13129292202,(312) 929-2202,1128.4224298150998,41.89628,-87.671551,1746 W Chicago Ave,,,Chicago,60622,US,IL,"['1746 W Chicago Ave', 'Chicago, IL 60622']"
0qW7MJ0trxnoWzCHBiBgbQ,union-chicago-4,Union,https://s3-media0.fl.yelpcdn.com/bphoto/1rejwnXao9J1sToRmBfwmg/o.jpg,False,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,72,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,[],,+17736977788,(773) 697-7788,2462.5534945657932,41.9218,-87.69769,2202 N California Ave,,,Chicago,60647,US,IL,"['2202 N California Ave', 'Chicago, IL 60647']"
